hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
9,0.83,7,21.14,22.0028,27,399,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,426
10,0.78,9,22.08,22.9994,51,194,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,245
11,0.69,0,23.02,24.9992,109,252,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,361
12,0.54,17,24.9,26.999,94,286,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,380
13,0.51,17,24.9,26.999,106,304,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,410
14,0.54,17,24.9,26.999,105,294,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,399
15,0.54,19,23.96,26.0024,104,288,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,392
16,0.5,15,23.02,24.9992,83,419,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,502
17,0.54,20,23.02,24.9992,101,707,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,808
18,0.5,15,22.08,24.9992,58,609,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,667
19,0.5,17,21.14,24.9992,38,470,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,light_snow,508
20,0.53,11,20.2,24.9992,32,304,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,light_snow,336
21,0.53,13,20.2,24.9992,32,205,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,light_snow,237
22,0.53,15,19.26,20.003,30,190,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,220
23,0.56,13,18.32,18.9998,26,164,1,0,0,0,9-28-2012,2012-09-28,Friday,is_2012,september,no,yes,mist,190
0,0.6,15,17.38,18.0032,15,134,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,149
1,0.6,15,17.38,18.0032,12,89,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,101
2,0.56,15,17.38,18.0032,12,80,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,mist,92
3,0.59,13,16.44,17.0,4,25,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,mist,29
4,0.59,17,16.44,17.0,6,8,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,14
5,0.63,13,15.5,15.9968,2,13,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,15
6,0.63,17,15.5,15.9968,4,33,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,37
7,0.67,19,14.56,15.0002,12,61,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,73
8,0.68,19,15.5,15.9968,37,174,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,211
9,0.63,13,15.5,15.9968,69,263,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,332
10,0.56,17,17.38,18.0032,134,338,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,472
11,0.52,19,18.32,18.9998,217,446,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,663
12,0.41,20,21.14,24.9992,191,491,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,682
13,0.41,20,21.14,24.9992,233,453,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,686
14,0.4,17,20.2,24.9992,302,448,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,750
15,0.43,17,20.2,24.9992,271,456,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,727
16,0.41,17,21.14,24.9992,275,447,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,722
17,0.38,24,20.2,24.9992,256,456,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,712
18,0.46,13,18.32,18.9998,174,420,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,594
19,0.55,11,16.44,17.0,119,351,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,470
20,0.55,13,16.44,17.0,88,227,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,315
21,0.55,9,16.44,17.0,73,219,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,292
22,0.63,7,15.5,15.9968,48,173,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,221
23,0.59,6,15.5,15.9968,35,161,1,0,0,0,9-29-2012,2012-09-29,Saturday,is_2012,september,no,no,clear,196
0,0.59,0,15.5,15.9968,35,112,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,147
1,0.59,0,15.5,15.9968,31,85,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,116
2,0.63,0,14.56,15.0002,21,71,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,92
3,0.67,6,13.62,13.997,17,41,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,58
4,0.67,6,13.62,13.997,1,6,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,7
5,0.72,0,12.68,13.0004,1,9,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,10
6,0.72,6,12.68,13.0004,2,20,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,22
7,0.77,0,12.68,13.0004,14,43,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,57
8,0.67,7,14.56,15.0002,18,126,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,144
9,0.63,7,16.44,17.0,74,211,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,285
10,0.46,11,19.26,20.003,160,319,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,479
11,0.43,15,20.2,24.9992,222,369,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,591
12,0.41,20,21.14,24.9992,206,474,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,680
13,0.41,17,21.14,24.9992,180,414,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,594
14,0.41,17,21.14,24.9992,208,404,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,612
15,0.36,17,22.08,24.9992,230,419,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,649
16,0.36,15,22.08,24.9992,202,446,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,648
17,0.35,19,21.14,24.9992,195,380,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,575
18,0.59,30,16.44,17.0,91,310,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,401
19,0.72,9,15.5,15.9968,34,223,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,light_snow,257
20,0.72,9,15.5,15.9968,31,163,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,light_snow,194
21,0.68,0,15.5,15.9968,19,104,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,123
22,0.72,0,14.56,15.0002,15,76,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,91
23,0.72,6,14.56,15.0002,8,49,1,0,0,0,9-30-2012,2012-09-30,Sunday,is_2012,september,no,no,clear,57
0,0.72,7,13.62,13.997,6,39,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,45
1,0.77,6,12.68,13.0004,5,13,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,18
2,0.72,0,13.62,13.997,6,6,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,12
3,0.77,0,12.68,13.0004,1,6,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,7
4,0.82,7,11.74,11.9972,0,10,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,10
5,0.77,0,12.68,13.0004,2,34,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,36
6,0.77,7,12.68,13.0004,8,147,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,155
7,0.77,11,12.68,13.0004,13,470,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,483
8,0.77,7,13.62,13.997,40,744,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,784
9,0.63,0,16.44,17.0,26,314,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,340
10,0.56,0,17.38,18.0032,44,135,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,179
11,0.46,0,19.26,20.003,76,196,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,clear,272
12,0.43,11,20.2,24.9992,61,262,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,323
13,0.43,11,20.2,24.9992,80,225,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,305
14,0.43,7,20.2,24.9992,51,193,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,244
15,0.43,9,21.14,24.9992,95,234,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,329
16,0.46,17,21.14,24.9992,51,408,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,459
17,0.6,17,18.32,18.9998,65,791,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,light_snow,856
18,0.64,7,18.32,18.9998,42,571,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,light_snow,613
19,0.68,7,17.38,18.0032,33,483,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,516
20,0.68,0,17.38,18.0032,11,251,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,light_snow,262
21,0.73,9,17.38,18.0032,13,205,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,mist,218
22,0.77,6,17.38,18.0032,17,190,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,light_snow,207
23,0.77,0,17.38,18.0032,17,88,1,0,0,0,10-1-2012,2012-10-01,Monday,is_2012,october,no,yes,light_snow,105
0,0.73,0,18.32,18.9998,1,30,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,31
1,0.77,7,17.38,18.0032,0,11,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,11
2,0.77,7,17.38,18.0032,0,2,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,2
3,0.88,13,17.38,18.0032,1,4,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,5
4,0.83,6,18.32,18.9998,2,8,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,10
5,0.83,9,18.32,18.9998,1,42,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,43
6,0.83,7,19.26,20.003,3,176,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,179
7,0.83,7,19.26,20.003,4,256,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,260
8,0.88,0,20.2,20.003,6,128,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,134
9,0.88,9,19.26,20.003,3,83,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,86
10,0.88,9,19.26,20.003,3,42,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,45
11,0.94,9,19.26,20.003,7,92,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,99
12,0.88,13,20.2,20.003,6,98,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,104
13,0.88,9,20.2,20.003,6,148,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,154
14,0.88,9,20.2,20.003,16,147,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,163
15,0.83,9,21.14,22.0028,14,195,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,209
16,0.88,9,21.14,20.9996,46,328,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,374
17,0.88,7,21.14,20.9996,38,677,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,715
18,0.94,6,21.14,20.003,48,639,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,687
19,0.94,0,21.14,20.003,27,368,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,395
20,0.94,9,21.14,20.003,20,286,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,306
21,0.94,7,21.14,20.003,24,265,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,light_snow,289
22,0.94,7,21.14,20.003,28,212,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,240
23,0.94,0,21.14,20.003,11,87,1,0,0,0,10-2-2012,2012-10-02,Tuesday,is_2012,october,no,yes,mist,98
0,0.94,0,21.14,20.003,5,47,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,light_snow,52
1,0.94,0,21.14,20.003,3,16,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,19
2,0.94,0,21.14,20.003,2,7,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,9
3,0.94,0,20.2,18.0032,0,7,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,7
4,1.0,0,20.2,17.0,2,9,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,11
5,0.94,7,21.14,20.003,2,32,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,34
6,0.94,9,20.2,18.0032,4,173,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,177
7,0.94,13,20.2,18.0032,11,504,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,515
8,0.88,7,21.14,20.9996,28,781,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,809
9,0.83,13,21.14,22.0028,30,332,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,362
10,0.78,11,23.02,24.0026,29,146,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,175
11,0.78,11,23.02,24.0026,52,178,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,230
12,0.7,7,24.9,26.999,69,289,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,358
13,0.74,7,24.9,28.0022,55,224,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,279
14,0.7,11,25.84,28.9988,56,195,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,251
15,0.62,11,25.84,28.9988,59,260,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,319
16,0.58,0,25.84,28.0022,42,436,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,478
17,0.65,0,24.9,26.999,84,833,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,917
18,0.65,0,24.9,26.999,54,756,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,810
19,0.65,0,24.9,26.999,49,544,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,593
20,0.65,0,24.9,26.999,48,449,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,497
21,0.74,0,23.02,24.9992,14,195,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,209
22,0.74,0,23.02,24.9992,9,232,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,clear,241
23,0.78,0,23.02,24.0026,21,199,1,0,0,0,10-3-2012,2012-10-03,Wednesday,is_2012,october,no,yes,mist,220
0,0.89,0,22.08,22.0028,11,65,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,light_snow,76
1,0.94,0,21.14,20.003,2,23,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,25
2,0.89,0,22.08,22.0028,3,10,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,13
3,0.88,0,21.14,20.9996,5,6,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,11
4,0.89,0,22.08,22.0028,0,10,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,10
5,0.89,7,22.08,22.0028,2,37,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,light_snow,39
6,0.94,6,21.14,20.003,1,132,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,light_snow,133
7,0.89,6,22.08,22.0028,12,379,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,391
8,0.89,0,22.08,22.0028,27,711,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,738
9,0.89,13,22.08,22.0028,40,319,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,359
10,0.83,9,23.02,24.0026,27,150,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,177
11,0.7,7,24.9,26.999,38,176,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,214
12,0.54,13,25.84,28.0022,57,231,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,288
13,0.58,22,25.84,28.0022,63,231,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,mist,294
14,0.61,17,24.9,26.999,56,211,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,267
15,0.54,19,25.84,28.0022,77,248,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,325
16,0.54,19,24.9,26.999,86,411,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,497
17,0.51,15,24.9,26.999,112,789,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,901
18,0.57,7,23.02,24.9992,75,812,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,887
19,0.57,7,23.02,24.9992,67,467,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,534
20,0.65,7,22.08,24.0026,50,391,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,441
21,0.69,0,21.14,24.0026,33,288,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,321
22,0.47,9,22.08,24.9992,29,203,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,232
23,0.56,6,20.2,24.9992,18,137,1,0,0,0,10-4-2012,2012-10-04,Thursday,is_2012,october,no,yes,clear,155
0,0.73,0,18.32,18.9998,16,86,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,102
1,0.68,7,17.38,18.0032,3,43,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,46
2,0.73,6,17.38,18.0032,1,10,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,11
3,0.73,0,17.38,18.0032,5,11,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,16
4,0.77,0,17.38,18.0032,0,11,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,11
5,0.77,0,16.44,17.0,0,41,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,41
6,0.83,0,16.44,17.0,4,133,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,137
7,0.83,7,16.44,17.0,11,417,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,428
8,0.64,0,19.26,20.003,36,749,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,785
9,0.6,6,20.2,24.0026,58,326,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,384
10,0.54,0,23.02,24.9992,68,192,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,260
11,0.48,13,24.9,26.999,90,214,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,304
12,0.42,11,25.84,26.999,161,307,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,468
13,0.48,0,24.9,26.999,117,307,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,424
14,0.37,15,26.78,26.999,113,287,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,400
15,0.39,17,25.84,26.999,150,320,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,470
16,0.37,0,25.84,26.999,153,481,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,634
17,0.42,11,24.9,26.0024,158,742,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,900
18,0.57,9,22.08,24.9992,106,655,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,761
19,0.73,11,21.14,22.9994,67,433,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,500
20,0.78,9,20.2,22.0028,66,306,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,372
21,0.69,15,20.2,22.9994,47,220,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,267
22,0.73,19,20.2,22.9994,63,201,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,264
23,0.78,15,19.26,20.003,23,148,1,0,0,0,10-5-2012,2012-10-05,Friday,is_2012,october,no,yes,clear,171
0,0.83,11,18.32,18.9998,37,154,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,191
1,0.83,17,18.32,18.9998,25,116,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,141
2,0.78,13,18.32,18.9998,13,62,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,75
3,0.77,15,17.38,18.0032,2,54,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,56
4,0.83,17,17.38,18.0032,4,7,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,11
5,0.83,13,17.38,18.0032,2,8,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,10
6,0.88,17,17.38,18.0032,2,28,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,30
7,0.83,20,17.38,18.0032,13,71,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,84
8,0.83,13,18.32,18.9998,22,184,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,206
9,0.73,13,20.2,22.9994,130,265,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,395
10,0.69,19,21.14,24.0026,198,341,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,539
11,0.65,17,22.08,24.0026,258,389,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,647
12,0.54,7,24.9,26.999,362,381,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,743
13,0.57,35,22.08,24.9992,310,400,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,mist,710
14,0.56,28,20.2,24.9992,269,307,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,mist,576
15,0.46,28,20.2,24.9992,279,341,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,620
16,0.43,35,20.2,24.9992,317,342,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,659
17,0.49,26,17.38,18.0032,268,342,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,610
18,0.48,28,16.44,17.0,183,312,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,495
19,0.55,15,14.56,15.0002,102,239,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,341
20,0.55,17,14.56,15.0002,75,172,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,247
21,0.59,9,13.62,13.997,78,137,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,215
22,0.62,9,12.68,13.0004,45,140,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,185
23,0.62,9,12.68,13.0004,37,142,1,0,0,0,10-6-2012,2012-10-06,Saturday,is_2012,october,no,no,clear,179
0,0.62,11,12.68,13.0004,28,99,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,127
1,0.54,15,12.68,13.0004,29,80,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,109
2,0.62,9,11.74,11.9972,10,64,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,74
3,0.62,9,12.68,13.0004,5,17,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,22
4,0.54,17,12.68,13.0004,5,6,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,11
5,0.54,9,12.68,13.0004,2,8,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,10
6,0.54,13,12.68,13.0004,4,19,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,23
7,0.58,11,11.74,11.9972,6,29,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,35
